0,1,2,3,4,5,6,7,8
2,Alufluoride Ltd.,-,2.05,2.05,2.05,2.05,5.54,lincoln-p-coelho
3,Daikaffil Chemicals India Ltd.,1.67,1.67,1.67,1.67,1.67,0.27,lincoln-p-coelho
4,Elnet Technologies Ltd.,1.25,1.25,1.25,1.25,1.25,0.93,lincoln-p-coelho
5,Facor Alloys Ltd.,1.28,1.28,1.28,1.28,1.28,1.79,lincoln-p-coelho
6,Jagsonpal Pharmaceuticals Ltd.,1.18,1.18,1.18,1.18,1.18,10.60,lincoln-p-coelho
7,Jauss Polymers Ltd.,2.16,2.16,2.16,2.16,2.16,0.04,lincoln-p-coelho
8,Shivalik Bimetal Controls Ltd.,1.04,1.04,1.04,1.04,1.04,29.39,lincoln-p-coelho
9,Sunshield Chemicals Ltd.,1.09,1.09,1.09,1.09,1.09,4.68,lincoln-p-coelho
10,Tirupati Starch & Chemicals Ltd.,1.07,1.07,1.07,-,-,0,lincoln-p-coelho
11,Tyche Industries Ltd.,1.46,1.46,1.46,1.46,1.46,2.69,lincoln-p-coelho
12,Universal Starch-Chem Allied Ltd.,1.79,1.79,1.79,1.79,1.79,0.91,lincoln-p-coelho
13,Ascensive Educare Ltd.,1.87,-,1.87,-,1.87,,lincoln-p-coelho
14,AVI Polymers Ltd.,1.22,1.22,1.22,1.22,1.22,0.09,lincoln-p-coelho
15,Natraj Proteins Ltd.,1.07,1.07,1.07,1.07,1.07,0.20,lincoln-p-coelho
16,BEW Engineering Ltd.,-,-,-,-,1.16,,lincoln-p-coelho
17,Cargotrans Maritime Ltd.,-,-,-,-,1.47,,lincoln-p-coelho
18,Madhya Pradesh Today Media Ltd.,-,-,-,-,1.09,0.23,lincoln-p-coelho
19,Timescan Logistics (India) Ltd.,-,-,-,-,1.14,,lincoln-p-coelho
1,Carnation Industries Ltd.,1.40,1.40,1.40,1.40,1.40,0.03,madan-bhagchand-melwani
1,Om Infra Ltd.,1.80,1.80,1.80,1.82,1.82,7.57,madhukar-sheth
2,Quantum Digital Vision (India) Ltd.,2.60,2.60,2.60,2.60,2.60,0.19,madhukar-sheth
3,Rama Steel Tubes Ltd.,1.19,-,-,-,-,0,madhukar-sheth
4,Systematix Corporate Services Ltd.,4.41,4.52,4.56,4.56,4.56,12.73,madhukar-sheth
5,UR Sugar Industries Ltd.,4.91,4.96,5.15,5.14,5.14,3.55,madhukar-sheth
6,V-Marc India Ltd.,-,-,3.88,-,3.70,3.68,madhukar-sheth
7,Variman Global Enterprises Ltd.,2.68,3.01,3.58,3.63,3.42,9.37,madhukar-sheth
8,Ajooni Biotech Ltd.,-,2.00,2.10,-,1.20,0.53,madhukar-sheth
9,Uniinfo Telecom Services Ltd.,-,2.57,-,-,2.57,0.60,madhukar-sheth
1,Aditya Spinners Ltd.,3.34,3.34,3.34,3.34,3.34,1.13,mahendra-girdharilal
2,Advance Metering Technology Ltd.,1.49,1.49,1.49,1.49,1.49,0.42,mahendra-girdharilal
3,Advance Syntex Ltd.,-,2.48,2.48,2.48,2.48,0.22,mahendra-girdharilal
4,Anjani Synthetics Ltd.,1.12,1.12,1.12,1.12,1.12,0.46,mahendra-girdharilal
5,Ansal Buildwell Ltd.,1.60,1.61,1.62,1.62,1.62,0.86,mahendra-girdharilal
6,Artefact Projects Ltd.,1.53,1.53,-,1.53,Filing Due,0.63,mahendra-girdharilal
7,Ashok Alco-Chem Ltd.,2.17,2.17,2.17,2.17,2.17,0.94,mahendra-girdharilal
8,Austin Engineering Company Ltd.,2.93,2.93,2.93,2.93,2.93,1.70,mahendra-girdharilal
9,B&A Ltd.,2.26,2.26,2.26,2.26,2.26,1.86,mahendra-girdharilal
10,Bansal Roofing Products Ltd.,1.00,1.00,1.00,1.00,1.00,0.90,mahendra-girdharilal
11,Beardsell Ltd.,3.31,3.31,3.31,3.31,3.31,2.68,mahendra-girdharilal
12,Benara Bearings And Pistons Ltd.,-,1.57,1.57,1.57,1.57,0.45,mahendra-girdharilal
13,Bhagwati Autocast Ltd.,-,2.24,2.24,2.24,2.24,2.08,mahendra-girdharilal
14,BN Rathi Securities Ltd.,4.15,4.15,4.15,4.15,4.15,1.24,mahendra-girdharilal
15,BSL Ltd.,1.54,1.54,1.54,1.09,1.09,2.02,mahendra-girdharilal
16,Chennai Meenakshi Multispeciality Hospital Ltd.,1.33,1.33,1.72,2.12,2.36,0.37,mahendra-girdharilal
17,Citadel Realty & Developers Ltd.,1.19,1.19,1.19,-,-,0,mahendra-girdharilal
18,Conart Engineers Ltd.,2.45,2.45,2.45,2.45,2.45,0.30,mahendra-girdharilal
19,Cyber Media (India) Ltd.,-,-,1.50,1.50,1.50,0.41,mahendra-girdharilal
20,Delton Cables Ltd.,2.82,2.82,2.82,2.82,2.82,1.79,mahendra-girdharilal
21,Duke Offshore Ltd.,1.62,1.68,1.68,1.68,1.68,0.11,mahendra-girdharilal
22,Duroply Industries Ltd.,1.04,1.04,-,-,-,0,mahendra-girdharilal
23,Dynavision Ltd.,1.09,1.09,1.09,1.09,1.09,0.71,mahendra-girdharilal
24,Envair Electrodyne Ltd.,1.04,1.04,1.04,1.04,1.04,0.35,mahendra-girdharilal
25,Harish Textile Engineers Ltd.,1.90,1.90,1.90,1.90,1.90,0.21,mahendra-girdharilal
26,Haryana Leather Chemicals Ltd.,3.04,3.04,3.04,3.26,3.33,0.73,mahendra-girdharilal
27,Hisar Spinning Mills Ltd.,1.92,1.97,1.98,1.98,1.98,0.40,mahendra-girdharilal
28,ICDS Ltd.,7.20,7.20,6.57,7.20,7.20,,mahendra-girdharilal
29,IM+ Capitals Ltd.,2.27,2.27,2.27,2.27,2.27,9.05,mahendra-girdharilal
30,Jain Irrigation Systems Ltd. (DVR),-,1.23,-,1.85,1.23,0,mahendra-girdharilal
31,Jayabharat Credit Ltd.,1.44,1.44,1.44,1.44,1.44,0.04,mahendra-girdharilal
32,Joindre Capital Services Ltd.,-,1.23,1.23,1.23,1.23,0.50,mahendra-girdharilal
33,Kallam Textiles Ltd.,1.11,1.11,1.84,1.84,1.84,0.94,mahendra-girdharilal
34,KPT Industries Ltd.,1.34,1.81,1.81,1.81,1.81,2.17,mahendra-girdharilal
35,Lactose (India) Ltd.,1.18,1.18,1.18,1.18,1.18,0.65,mahendra-girdharilal
36,Laffans Petrochemicals Ltd.,2.84,2.84,-,2.84,2.84,0.89,mahendra-girdharilal
37,Lancor Holdings Ltd.,1.68,1.68,1.68,1.68,1.68,2.07,mahendra-girdharilal
38,Martin Burn Ltd.,2.21,2.21,2.21,2.21,2.21,0.53,mahendra-girdharilal
39,National Fittings Ltd.,1.25,1.25,1.25,1.25,1.25,0.98,mahendra-girdharilal
40,Neelamalai Agro Industries Ltd.,1.31,-,-,-,-,0,mahendra-girdharilal
41,Oriental Trimex Ltd.,-,1.25,1.21,1.21,1.21,0.25,mahendra-girdharilal
42,Pioneer Investcorp Ltd.,1.23,1.23,1.23,1.23,1.23,0.47,mahendra-girdharilal
43,Polo Hotels Ltd.,2.19,-,-,-,-,0,mahendra-girdharilal
44,Rajasthan Cylinders & Containers Ltd.,2.11,2.11,2.23,2.23,2.23,0.32,mahendra-girdharilal
45,Rajdarshan Industries Ltd.,1.18,1.18,1.18,1.18,-,0,mahendra-girdharilal
46,Rathi Bars Ltd.,1.39,1.39,1.39,1.39,1.39,0.50,mahendra-girdharilal
47,Raunaq EPC International Ltd.,1.51,1.51,1.51,1.51,1.51,0.11,mahendra-girdharilal
48,Refnol Resins & Chemicals Ltd.,3.91,3.91,3.91,3.91,3.91,0.97,mahendra-girdharilal
49,Rishi Laser Ltd.,4.99,4.99,4.99,4.99,4.99,1.23,mahendra-girdharilal
50,RTS Power Corporation Ltd.,1.09,1.09,1.09,1.09,1.09,1.34,mahendra-girdharilal
51,Sacheta Metals Ltd.,1.22,1.22,1.22,1.22,1.22,0.44,mahendra-girdharilal
52,Sanathnagar Enterprises Ltd.,1.72,-,-,-,-,0,mahendra-girdharilal
53,Sangal Papers Ltd.,2.72,2.72,2.72,2.72,2.72,0.49,mahendra-girdharilal
54,Seasons Textiles Ltd.,3.00,3.00,3.00,3.00,3.00,0.30,mahendra-girdharilal
55,Shetron Ltd.,2.29,2.29,2.29,2.29,2.29,1.24,mahendra-girdharilal
56,Shree Hari Chemicals Export Ltd.,1.35,1.35,1.35,1.35,1.35,0.26,mahendra-girdharilal
57,Shree Steel Wire Ropes Ltd.,2.22,2.22,2.22,2.22,2.22,0.22,mahendra-girdharilal
58,Shri Vasuprada Plantations Ltd.,4.46,4.46,4.46,4.46,4.46,2.69,mahendra-girdharilal
59,Sicagen India Ltd.,1.21,1.21,1.21,1.21,1.26,1.21,mahendra-girdharilal
60,Sonal Adhesives Ltd.,1.02,1.02,-,-,-,0,mahendra-girdharilal
61,Spice Islands Apparels Ltd.,2.69,2.69,2.69,-,-,0,mahendra-girdharilal
62,Sudal Industries Ltd.,1.36,1.36,1.36,1.36,1.36,0.06,mahendra-girdharilal
63,Sunil Industries Ltd.,2.52,2.52,2.52,2.52,2.52,0.60,mahendra-girdharilal
64,Supertex Industries Ltd.,2.42,2.42,2.42,2.42,2.42,0.33,mahendra-girdharilal
65,Suryaamba Spinning Mills Ltd.,2.01,2.01,2.01,2.01,2.01,1.17,mahendra-girdharilal
66,TCI Finance Ltd.,1.58,1.58,1.58,1.58,1.58,0.06,mahendra-girdharilal
67,Triveni Glass Ltd.,4.20,-,4.18,4.18,3.41,0.87,mahendra-girdharilal
68,Tyroon Tea Company Ltd.,2.60,2.60,2.60,2.60,2.60,0.90,mahendra-girdharilal
69,Unique Organics Ltd.,1.95,1.95,1.95,1.95,1.95,0.47,mahendra-girdharilal
70,Uniroyal Industries Ltd.,6.08,6.08,6.08,6.08,6.08,0.69,mahendra-girdharilal
71,Vippy Spinpro Ltd.,2.90,2.90,2.90,2.90,2.36,2.61,mahendra-girdharilal
72,Zenith Fibres Ltd.,1.18,1.18,1.18,1.18,1.18,0.32,mahendra-girdharilal
73,Daikaffil Chemicals India Ltd.,4.47,4.50,4.50,4.50,4.50,0.72,mahendra-girdharilal
74,Filtra Consultants and Engineers Ltd.,2.08,-,2.08,-,2.08,0.67,mahendra-girdharilal
75,Fundviser Capital (India) Ltd.,1.17,1.17,1.17,1.17,1.17,0.05,mahendra-girdharilal
76,Lakshmi Finance & Industrial Corporation Ltd.,-,-,-,-,-,0,mahendra-girdharilal
77,Modern Insulators Ltd.,1.24,1.24,-,-,-,0,mahendra-girdharilal
78,Riddhi Steel & Tube Ltd.,4.05,-,4.05,4.05,4.05,1.58,mahendra-girdharilal
79,Roopa Industries Ltd.,2.15,2.15,2.15,2.15,2.15,0.84,mahendra-girdharilal
80,Tai Industries Ltd.,1.68,1.68,1.68,1.68,1.68,0.43,mahendra-girdharilal
81,Tera Software Ltd.,1.25,1.25,1.25,1.25,1.25,0.59,mahendra-girdharilal
82,The Peria Karamalai Tea And Produce Company Ltd.,-,3.73,-,-,3.73,3.06,mahendra-girdharilal
83,Wellness Noni Ltd.,2.81,2.81,3.03,3.18,Filing Due,0.07,mahendra-girdharilal
84,COSYN Ltd.,1.34,2.68,2.68,2.68,2.68,0.61,mahendra-girdharilal
85,Rap Media Ltd.,1.11,1.31,1.31,1.31,1.31,0.20,mahendra-girdharilal
86,Rapicut Carbides Ltd.,2.40,2.44,2.44,2.44,2.44,0.69,mahendra-girdharilal
87,Rasandik Engineering Industries India Ltd.,1.44,1.44,1.44,1.44,1.44,0.71,mahendra-girdharilal
88,Riba Textiles Ltd.,1.04,1.04,1.04,1.04,1.04,0.37,mahendra-girdharilal
89,Terai Tea Company Ltd.,-,-,1.46,1.46,1.46,0.73,mahendra-girdharilal
90,Deco-Mica Ltd.,1.32,1.64,1.73,1.73,-,0,mahendra-girdharilal
91,Moongipa Capital Finance Ltd.,1.89,1.89,1.89,1.89,1.89,0.12,mahendra-girdharilal
92,Premier Ltd.,1.58,1.87,1.87,1.87,1.87,0.16,mahendra-girdharilal
93,Aspinwall And Company Ltd.,-,1.88,-,1.88,1.88,3.01,mahendra-girdharilal
94,Globalspace Technologies Ltd.,-,1.09,1.09,1.09,1.09,0.43,mahendra-girdharilal
95,Inducto Steel Ltd.,-,2.33,2.40,2.40,2.40,0.30,mahendra-girdharilal
96,Loyal Equipments Ltd.,-,1.64,1.92,1.96,1.96,1.32,mahendra-girdharilal
97,SSPDL Ltd.,-,1.45,2.32,2.43,2.43,0.48,mahendra-girdharilal
98,TCM Ltd.,-,2.97,2.97,2.97,2.97,0.76,mahendra-girdharilal
99,Carnation Industries Ltd.,-,-,1.69,1.69,1.69,0.03,mahendra-girdharilal
100,Diana Tea Company Ltd.,-,-,1.43,1.43,1.43,0.52,mahendra-girdharilal
101,Elixir Capital Ltd.,-,-,1.01,1.62,1.62,0.38,mahendra-girdharilal
102,Indian Sucrose Ltd.,-,-,1.15,1.15,1.15,1.25,mahendra-girdharilal
103,Majestic Auto Ltd.,-,-,1.00,1.00,1.00,1.48,mahendra-girdharilal
104,Mercury Ev-Tech Ltd.,-,-,1.50,-,-,0,mahendra-girdharilal
105,Saboo Sodium Chloro Ltd.,-,-,1.58,1.58,1.58,1.21,mahendra-girdharilal
106,Suryavanshi Spinning Mills Ltd.,-,-,4.42,4.42,4.42,0.51,mahendra-girdharilal
107,Ansal Housing Ltd.,-,-,-,1.68,1.30,0.48,mahendra-girdharilal
108,CMX Holdings Ltd.,-,-,-,1.33,2.31,0.27,mahendra-girdharilal
109,Euro Leder Fashion Ltd.,-,-,-,1.10,1.33,0.12,mahendra-girdharilal
110,HB Portfolio Ltd.,-,-,-,1.10,1.10,0.47,mahendra-girdharilal
111,Infomedia Press Ltd.,-,-,-,1.00,1.00,0.24,mahendra-girdharilal
112,Panjon Ltd.,-,-,-,1.30,1.53,,mahendra-girdharilal
113,Veejay Lakshmi Engineering Works Ltd.,-,-,-,1.55,1.84,0.35,mahendra-girdharilal
114,Ganges Securities Ltd.,-,-,-,-,1.14,1.22,mahendra-girdharilal
115,Hasti Finance Ltd.,-,-,-,-,1.20,0.06,mahendra-girdharilal
116,Keltech Energies Ltd.,-,-,-,-,1.50,1.62,mahendra-girdharilal
117,Milestone Furniture Ltd.,-,-,-,-,3.13,0.22,mahendra-girdharilal
118,Mysore Petro Chemicals Ltd.,-,-,-,-,1.07,0.79,mahendra-girdharilal
1,Bharat Bijlee Ltd.,5.73,5.73,5.73,3.43,3.43,53.33,minal-bharat-patel
2,Centum Electronics Ltd.,1.60,1.60,1.60,1.83,3.36,32.87,minal-bharat-patel
3,Garware Hi-Tech Films Ltd.,3.00,2.55,2.55,2.55,2.30,29.45,minal-bharat-patel
4,Golden Tobacco Ltd.,1.19,1.19,-,-,Filing Due,0,minal-bharat-patel
5,Hathway Bhawani Cabletel & Datacom Ltd.,-,-,-,1.17,1.17,0.17,minal-bharat-patel
6,High Energy Batteries (India) Ltd.,4.35,4.35,4.35,6.38,6.38,20.89,minal-bharat-patel
7,HT Media Ltd.,1.04,-,-,-,-,0,minal-bharat-patel
8,Mafatlal Industries Ltd.,1.57,-,-,1.51,1.51,6.20,minal-bharat-patel
9,Mangalam Cement Ltd.,5.65,-,-,-,-,0,minal-bharat-patel
10,Manugraph India Ltd.,1.36,1.36,1.36,2.19,2.19,1.19,minal-bharat-patel
11,Rana Sugars Ltd.,1.04,1.04,1.04,1.04,-,0,minal-bharat-patel
12,Rubfila International Ltd.,30.31,30.31,30.31,35.74,35.74,135.13,minal-bharat-patel
13,Setco Automotive Ltd.,1.06,1.06,1.06,1.06,-,0,minal-bharat-patel
14,Shree Rajasthan Syntex Ltd.,1.46,1.46,1.46,4.38,4.38,0.25,minal-bharat-patel
15,SMIFS Capital Markets Ltd.,5.79,5.79,5.79,5.79,5.79,1.25,minal-bharat-patel
16,Texmaco Infrastructure & Holdings Ltd.,8.61,8.69,8.61,11.88,11.88,88.86,minal-bharat-patel
17,Transpek Industry Ltd.,-,-,0.00,-,-,0,minal-bharat-patel
18,Zenotech Laboratories Ltd.,3.98,-,-,1.99,1.99,6.72,minal-bharat-patel
19,Zuari Agro Chemicals Ltd.,5.92,1.60,1.05,2.61,2.56,14.50,minal-bharat-patel
20,Alphageo (India) Ltd.,-,-,-,1.84,1.84,2.87,minal-bharat-patel
21,Morarjee Textiles Ltd.,-,-,-,4.80,4.72,3.26,minal-bharat-patel
22,RSWM Ltd.,-,-,-,-,1.54,13.24,minal-bharat-patel
1,Acrow India Ltd.,2.42,-,2.42,2.42,2.42,1.45,mita-dipak-shah
2,Apcotex Industries Ltd.,1.12,1.12,1.12,1.12,1.12,29.16,mita-dipak-shah
3,ASI Industries Ltd.,1.18,1.18,1.18,1.18,1.18,1.22,mita-dipak-shah
4,Elegant Marbles & Grani Industries Ltd.,1.50,1.18,1.18,1.18,1.18,0.49,mita-dipak-shah
5,Inter State Oil Carrier Ltd.,2.00,2.00,-,-,-,0,mita-dipak-shah
6,MPF Systems Ltd.,1.06,1.06,-,-,-,0,mita-dipak-shah
7,Pankaj Polymers Ltd.,1.91,-,1.91,1.91,1.91,0.08,mita-dipak-shah
8,Sonal Adhesives Ltd.,1.81,1.72,-,-,-,0,mita-dipak-shah
9,Aplab Ltd.,1.17,1.17,1.17,1.17,-,0,mita-dipak-shah
10,Banaras Beads Ltd.,-,1.69,-,1.73,-,0,mita-dipak-shah
11,Elnet Technologies Ltd.,1.07,1.07,1.07,1.07,1.07,0.80,mita-dipak-shah
12,Jumbo Bag Ltd.,2.03,2.03,2.03,2.03,2.03,0.40,mita-dipak-shah
"<!-- Web.Config Configuration File -->

<configuration>
    <system.web>
        <customErrors mode=""Off""/>
    </system.web>
</configuration>",rafiyudeen-narudeen-saeyd,,,,,,,
1,Austin Engineering Company Ltd.,1.09,1.09,-,-,-,0,raj-kumar-lohia
2,Epic Energy Ltd.,3.82,3.82,2.17,2.17,2.17,0.11,raj-kumar-lohia
3,Innocorp Ltd.,1.46,1.34,1.34,1.34,1.34,0.08,raj-kumar-lohia
4,Photoquip (India) Ltd.,1.73,1.73,-,-,-,0,raj-kumar-lohia
5,Sanco Trans Ltd.,-,-,-,-,-,0,raj-kumar-lohia
6,Uniroyal Industries Ltd.,1.21,1.21,1.21,1.21,1.21,0.14,raj-kumar-lohia
7,Zenith Fibres Ltd.,1.74,1.74,1.74,1.74,1.23,0.33,raj-kumar-lohia
8,Riba Textiles Ltd.,1.54,1.54,1.67,1.67,1.67,0.60,raj-kumar-lohia
9,Choksi Laboratories Ltd.,-,1.63,1.63,1.63,1.05,0.31,raj-kumar-lohia
10,Libas Consumer Products Ltd.,-,-,-,-,1.01,0.32,raj-kumar-lohia
1,Amco India Ltd.,6.07,6.05,6.03,6.03,6.03,1.41,raju-bhandari
2,Kesar Enterprises Ltd.,2.73,2.74,2.89,3.00,3.01,0.97,raju-bhandari
3,Kesar Terminals & Infrastructure Ltd.,-,2.02,2.12,2.39,2.47,0.96,raju-bhandari
4,Mahaan Foods Ltd.,4.53,4.53,4.53,4.53,4.53,0.40,raju-bhandari
5,Mawana Sugars Ltd.,1.94,1.42,1.26,-,-,0,raju-bhandari
6,Perfectpac Ltd.,1.31,1.31,1.36,1.62,1.59,0.69,raju-bhandari
7,Refnol Resins & Chemicals Ltd.,1.60,1.60,1.78,1.94,2.25,0.56,raju-bhandari
8,Regency Ceramics Ltd.,1.57,1.57,2.57,4.08,4.54,3.36,raju-bhandari
9,Sri Nachammai Cotton Mills Ltd.,9.10,9.77,19.52,9.81,9.94,1.43,raju-bhandari
10,Thambbi Modern Spinning Mills Ltd.,2.09,2.09,2.09,2.09,2.26,0.36,raju-bhandari
11,CMX Holdings Ltd.,2.43,2.45,2.45,2.45,2.45,0.29,raju-bhandari
12,Sri Lakshmi Saraswathi Textiles (Arni) Ltd.,3.44,3.42,3.41,3.33,3.29,0.36,raju-bhandari
13,Transwarranty Finance Ltd.,1.24,1.24,1.40,-,-,0,raju-bhandari
14,Sri Ramakrishna Mills (Coimbatore) Ltd.,-,-,-,-,2.16,0.32,raju-bhandari
1,Bang Overseas Ltd.,4.14,4.14,-,4.14,4.12,2.24,religare-finvest-limited
2,Checkpoint Trends Ltd.,11.78,11.78,-,11.78,11.78,0.32,religare-finvest-limited
3,Garnet International Ltd.,7.70,7.70,7.70,7.70,7.70,7.94,religare-finvest-limited
4,Gini Silk Mills Ltd.,8.22,8.22,8.22,8.22,8.22,1.75,religare-finvest-limited
5,Interworld Digital Ltd.,2.12,2.12,2.12,2.12,2.12,0.33,religare-finvest-limited
6,JMD Ventures Ltd.,5.78,5.78,5.78,5.78,5.78,3.40,religare-finvest-limited
7,Mahan Industries Ltd.,9.14,9.14,9.14,9.14,9.14,0.15,religare-finvest-limited
8,Mathew Easow Research Securities Ltd.,9.62,9.62,9.62,9.62,9.62,0.40,religare-finvest-limited
9,North Eastern Carrying Corporation Ltd.,24.06,24.06,24.06,24.06,24.06,25.85,religare-finvest-limited
10,Orosil Smiths India Ltd.,4.42,-,4.42,4.42,4.42,0.69,religare-finvest-limited
11,Pankaj Polymers Ltd.,2.16,2.16,2.16,2.16,2.16,0.09,religare-finvest-limited
12,Prabhav Industries Ltd.,7.06,7.06,7.06,7.06,7.06,,religare-finvest-limited
13,Regency Trust Ltd.,9.32,9.32,9.32,9.32,9.32,0.24,religare-finvest-limited
14,Sanguine Media Ltd.,9.36,9.36,9.36,9.36,9.36,,religare-finvest-limited
15,Solid Stone Company Ltd.,4.50,4.50,4.50,4.50,4.50,0.70,religare-finvest-limited
16,Thomas Scott (India) Ltd.,3.54,-,-,3.54,3.08,0.89,religare-finvest-limited
17,Unisys Softwares & Holding Industries Ltd.,4.06,4.06,4.06,4.06,4.06,,religare-finvest-limited
1,Deccan Cements Ltd.,1.02,1.02,-,1.02,1.02,6.40,ricky-ishwardas-kirpalani
2,Kama Holdings Ltd.,4.81,4.81,4.81,4.81,4.81,386.68,ricky-ishwardas-kirpalani
3,Nalwa Sons Investments Ltd.,3.56,3.56,3.56,3.56,3.56,38.81,ricky-ishwardas-kirpalani
4,Uflex Ltd.,4.21,4.08,3.67,3.67,3.64,105.69,ricky-ishwardas-kirpalani
5,Consolidated Finvest & Holdings Ltd.,-,-,1.20,-,1.20,4.08,ricky-ishwardas-kirpalani
1,Alps Motor Finance Ltd.,10.06,10.06,10.06,10.06,10.06,0.47,rupesh-jha
2,CFSL Ltd.,14.60,14.60,14.60,14.60,14.60,1.55,rupesh-jha
3,Gold Line International Finvest Ltd.,1.28,1.28,-,1.28,1.28,0.33,rupesh-jha
4,Inceptum Enterprises Ltd.,1.22,1.22,-,1.22,1.22,0.03,rupesh-jha
5,Superior Industrial Enterprises Ltd.,1.08,1.08,1.08,1.08,1.08,0.76,rupesh-jha
6,Transglobe Foods Ltd.,4.71,4.71,4.71,4.71,4.71,0.05,rupesh-jha
1,Agio Paper & Industries Ltd.,1.02,1.02,1.02,1.02,1.02,0.07,sangeetha-s
2,Ajanta Soya Ltd.,9.42,9.42,9.42,9.42,9.42,23.63,sangeetha-s
3,Alps Industries Ltd.,1.11,1.11,-,1.11,1.11,0.06,sangeetha-s
4,Amarjothi Spinning Mills Ltd.,2.28,2.28,2.28,2.28,2.28,2.82,sangeetha-s
5,Amco India Ltd.,3.80,3.80,3.80,3.80,3.80,0.89,sangeetha-s
6,AMD Industries Ltd.,4.49,4.49,4.49,4.49,4.49,4.71,sangeetha-s
7,Amin Tannery Ltd.,-,1.22,1.22,1.22,1.22,0.27,sangeetha-s
8,Anjani Portland Cement Ltd.,4.90,4.90,4.90,4.90,4.21,22.25,sangeetha-s
9,Anjani Synthetics Ltd.,1.27,1.27,1.27,1.27,1.27,0.52,sangeetha-s
10,APM Industries Ltd.,2.42,2.42,2.42,2.42,2.42,2.78,sangeetha-s
11,Aro Granite Industries Ltd.,1.31,2.62,1.31,1.31,1.31,0.86,sangeetha-s
12,Ashish Polyplast Ltd.,3.89,3.89,3.89,3.89,3.89,0.24,sangeetha-s
13,Ashok Alco-Chem Ltd.,4.65,4.65,4.65,4.65,4.65,2.01,sangeetha-s
14,ASI Industries Ltd.,1.02,1.02,1.01,1.01,1.01,1.05,sangeetha-s
15,B&A Ltd.,1.61,1.61,1.61,1.61,1.61,1.33,sangeetha-s
16,BCL Industries Ltd.,1.41,1.41,1.41,1.41,1.41,14.60,sangeetha-s
17,Bloom Dekor Ltd.,5.70,5.70,5.65,5.65,5.65,0.37,sangeetha-s
18,BNR Udyog Ltd.,5.27,5.27,5.27,5.27,5.27,0.61,sangeetha-s
19,Bright Brothers Ltd.,2.84,2.84,-,2.84,2.84,2.57,sangeetha-s
20,BSL Ltd.,3.99,3.99,3.99,3.99,3.99,7.39,sangeetha-s
21,Ceejay Finance Ltd.,1.13,1.13,1.13,1.13,1.13,0.44,sangeetha-s
22,Continental Controls Ltd.,1.76,1.76,1.76,1.76,1.76,0.04,sangeetha-s
23,Cosmo Ferrites Ltd.,3.04,2.89,2.89,2.89,2.89,7.15,sangeetha-s
24,D&H India Ltd.,2.88,2.88,2.88,2.74,2.74,1.52,sangeetha-s
25,Dhampure Speciality Sugars Ltd.,2.26,2.26,2.26,2.26,2.26,1.17,sangeetha-s
26,Dhoot Industrial Finance Ltd.,3.43,3.43,3.43,3.43,3.43,1.56,sangeetha-s
27,Divyashakti Ltd.,3.73,3.73,3.73,-,3.73,2.95,sangeetha-s
28,Dynamic Industries Ltd.,5.35,5.35,-,5.35,5.35,1.00,sangeetha-s
29,Elegant Marbles & Grani Industries Ltd.,1.87,1.87,1.87,1.87,1.87,0.77,sangeetha-s
30,Elnet Technologies Ltd.,3.36,3.36,3.36,3.36,3.36,2.50,sangeetha-s
31,Euro Leder Fashion Ltd.,2.98,2.98,2.92,2.92,2.92,0.27,sangeetha-s
32,FGP Ltd.,1.08,1.08,1.08,1.08,1.08,0.07,sangeetha-s
33,Fine-Line Circuits Ltd.,2.15,2.15,2.15,2.15,2.15,0.59,sangeetha-s
34,Flex Foods Ltd.,1.80,1.80,1.80,1.80,1.80,1.98,sangeetha-s
35,Gravity (India) Ltd.,4.34,4.34,4.29,4.29,4.29,0.15,sangeetha-s
36,Gujarat Intrux Ltd.,1.76,1.76,1.76,1.76,1.76,1.05,sangeetha-s
37,Hariyana Ship Breakers Ltd.,1.83,1.83,-,1.83,1.83,0.75,sangeetha-s
38,Haryana Leather Chemicals Ltd.,5.10,5.10,5.10,5.10,5.10,1.12,sangeetha-s
39,HG Industries Ltd.,3.13,3.13,2.81,2.81,2.81,1.55,sangeetha-s
40,Hilton Metal Forging Ltd.,2.83,2.83,2.34,1.67,1.67,5.15,sangeetha-s
41,Hindustan Tin Works Ltd.,4.87,4.87,4.87,4.87,4.87,4.80,sangeetha-s
42,Ind Renewable Energy Ltd.,1.10,1.10,1.06,1.06,1.06,0.03,sangeetha-s
43,India Gelatine & Chemicals Ltd.,4.93,4.93,4.93,4.93,4.93,10.00,sangeetha-s
44,Indo Amines Ltd.,3.53,3.53,3.53,3.53,3.53,22.29,sangeetha-s
45,Indokem Ltd.,-,2.06,2.06,2.06,2.06,5.57,sangeetha-s
46,Inter State Oil Carrier Ltd.,13.23,13.23,13.23,-,13.23,1.83,sangeetha-s
47,Ishita Drugs & Industries Ltd.,1.67,1.67,1.67,1.67,1.67,0.26,sangeetha-s
48,Jasch Industries Ltd.,3.08,3.08,3.08,3.08,3.08,6.41,sangeetha-s
49,Joindre Capital Services Ltd.,-,1.09,1.09,1.09,1.09,0.44,sangeetha-s
50,Kamdhenu Ltd.,1.02,1.02,1.02,1.02,1.02,9.50,sangeetha-s
51,Kanco Tea & Industries Ltd.,3.75,3.75,3.73,3.73,3.73,1.39,sangeetha-s
52,Krypton Industries Ltd.,4.94,4.94,4.94,4.94,4.94,1.45,sangeetha-s
